"","Suburb","Rooms","Type","Method","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Price"
"202","Alphington",4,"h","S",2016-10-08,6.4,"3078",4,2,1,599,203,1925,"Darebin City Council",-37.7717,145.031,"Northern Metropolitan",2211,1717500
"203","Alphington",5,"h","S",2016-06-12,6.4,"3078",5,4,4,809,165,1910,"Darebin City Council",-37.775,145.0268,"Northern Metropolitan",2211,2840000
"205","Alphington",2,"u","S",2016-11-12,6.4,"3078",2,1,1,88,60,1960,"Darebin City Council",-37.7791,145.0306,"Northern Metropolitan",2211,525500
"206","Alphington",2,"t","S",2016-11-12,6.4,"3078",2,2,3,155,140,2004,"Darebin City Council",-37.7804,145.0308,"Northern Metropolitan",2211,805000
"207","Alphington",2,"u","S",2016-11-12,6.4,"3078",2,1,1,0,80,1975,"Darebin City Council",-37.7773,145.0314,"Northern Metropolitan",2211,465000
"209","Alphington",3,"h","S",2016-08-13,6.4,"3078",3,1,2,263,133,2014,"Darebin City Council",-37.87735,145.04636,"Northern Metropolitan",2211,1480000
"210","Alphington",3,"h","PI",2016-10-15,6.4,"3078",3,3,2,686,192,1980,"Darebin City Council",-37.78,145.0341,"Northern Metropolitan",2211,2000000
"211","Alphington",3,"h","S",2016-04-16,6.4,"3078",3,1,2,592,25,1950,"Darebin City Council",-37.7755,145.0288,"Northern Metropolitan",2211,1540000
"213","Alphington",2,"u","PI",2016-09-17,6.4,"3078",2,1,1,321,75,2010,"Darebin City Council",-37.7919,144.9074,"Northern Metropolitan",2211,590000
"214","Alphington",2,"u","S",2017-03-18,6.4,"3078",2,1,1,183,87,1995,"Darebin City Council",-37.7747,145.0264,"Northern Metropolitan",2211,820000
"215","Alphington",4,"h","S",2016-11-19,6.4,"3078",4,2,2,606,112,1970,"Darebin City Council",-37.7743,145.0316,"Northern Metropolitan",2211,1830000
"216","Alphington",4,"h","S",2016-11-19,6.4,"3078",4,2,2,575,271,2008,"Darebin City Council",-37.7723,145.0319,"Northern Metropolitan",2211,2100000
"217","Alphington",3,"h","SP",2016-05-22,6.4,"3078",3,1,1,180,131,2010,"Darebin City Council",-37.7802,145.0243,"Northern Metropolitan",2211,865000
"218","Alphington",2,"u","VB",2016-05-22,6.4,"3078",2,1,1,0,60,1960,"Darebin City Council",-37.7773,145.0314,"Northern Metropolitan",2211,390000
"219","Alphington",2,"t","SP",2016-09-24,6.4,"3078",0,1,0,0,80,1960,"Darebin City Council",-37.7848,145.025,"Northern Metropolitan",2211,650000
"220","Alphington",2,"u","S",2017-02-25,6.4,"3078",2,1,1,0,61,1965,"Darebin City Council",-37.7805,145.0262,"Northern Metropolitan",2211,512000
"221","Alphington",3,"h","S",2017-02-25,6.4,"3078",3,1,2,592,85,1960,"Darebin City Council",-37.7796,145.0285,"Northern Metropolitan",2211,1361000
"223","Alphington",3,"h","S",2016-07-26,6.4,"3078",3,1,2,263,133,2014,"Darebin City Council",-37.8102,145.1336,"Northern Metropolitan",2211,1310000
"224","Alphington",3,"h","VB",2016-06-27,6.4,"3078",3,1,2,263,133,2014,"Darebin City Council",-37.7098,144.88503,"Northern Metropolitan",2211,570000
"225","Alphington",3,"h","S",2016-06-27,6.4,"3078",3,1,2,979,119,1985,"Darebin City Council",-37.7792,145.029,"Northern Metropolitan",2211,1165000
"226","Alphington",2,"u","S",2016-11-27,6.4,"3078",2,1,1,321,80,2000,"Darebin City Council",-37.7795,144.9564,"Northern Metropolitan",2211,530000
"227","Alphington",4,"h","SP",2016-11-27,6.4,"3078",4,2,2,556,272,1930,"Darebin City Council",-37.7844,145.0225,"Northern Metropolitan",2211,1900000
"229","Alphington",3,"h","SP",2016-08-28,6.4,"3078",3,0,0,597,110,1970,"Darebin City Council",-37.7781,145.0284,"Northern Metropolitan",2211,1485000
"230","Alphington",4,"h","S",2016-07-30,6.4,"3078",4,2,3,589,210,1920,"Darebin City Council",-37.7719,145.0309,"Northern Metropolitan",2211,1950000
"231","Altona",3,"h","VB",2016-09-03,13.8,"3018",3,2,1,352,242,2015,"Hobsons Bay City Council",-37.87,144.825,"Western Metropolitan",5301,520000
"232","Altona",5,"h","S",2016-12-03,13.8,"3018",5,3,3,729,268,2005,"Hobsons Bay City Council",-37.8721,144.8105,"Western Metropolitan",5301,1525000
"233","Altona",2,"t","S",2016-02-04,13.8,"3018",2,1,2,292,125,2013,"Hobsons Bay City Council",-37.8687,144.8197,"Western Metropolitan",5301,720000
"234","Altona",3,"h","S",2017-03-04,13.8,"3018",3,1,2,506,120,1930,"Hobsons Bay City Council",-37.8693,144.8375,"Western Metropolitan",5301,1120000
"235","Altona",4,"h","PI",2016-06-04,13.8,"3018",4,1,4,655,139,1970,"Hobsons Bay City Council",-37.868,144.8154,"Western Metropolitan",5301,780000
"236","Altona",4,"h","SP",2016-06-04,13.8,"3018",4,3,5,1057,220,1962,"Hobsons Bay City Council",-37.8681,144.819,"Western Metropolitan",5301,1780000
"237","Altona",3,"u","S",2016-08-06,13.8,"3018",2,1,2,311,94,1955,"Hobsons Bay City Council",-37.8702,144.8143,"Western Metropolitan",5301,630000
"238","Altona",2,"u","SP",2016-08-06,13.8,"3018",2,1,1,65,78,1970,"Hobsons Bay City Council",-37.8693,144.8171,"Western Metropolitan",5301,406000
"239","Altona",3,"h","VB",2016-05-07,13.8,"3018",3,1,1,602,123,1955,"Hobsons Bay City Council",-37.8616,144.8116,"Western Metropolitan",5301,660000
"240","Altona",3,"h","S",2016-11-07,13.8,"3018",3,1,1,530,106,1975,"Hobsons Bay City Council",-37.8594,144.817,"Western Metropolitan",5301,683500
"241","Altona",2,"u","VB",2016-10-08,13.8,"3018",2,1,1,321,81,1980,"Hobsons Bay City Council",-37.82118,145.0009,"Western Metropolitan",5301,540000
"242","Altona",2,"u","S",2016-10-08,13.8,"3018",2,1,1,225,93,1988,"Hobsons Bay City Council",-37.8696,144.827,"Western Metropolitan",5301,580000
"243","Altona",3,"h","S",2016-10-08,13.8,"3018",3,1,4,777,22,1953,"Hobsons Bay City Council",-37.8697,144.8249,"Western Metropolitan",5301,1335000
"244","Altona",3,"t","SP",2016-10-08,13.8,"3018",3,2,2,280,159,1997,"Hobsons Bay City Council",-37.8734,144.8143,"Western Metropolitan",5301,800000
"245","Altona",2,"u","S",2016-09-10,13.8,"3018",2,1,1,127,76,1990,"Hobsons Bay City Council",-37.8686,144.8182,"Western Metropolitan",5301,510000
"246","Altona",4,"h","S",2016-09-10,13.8,"3018",4,2,2,695,261,1985,"Hobsons Bay City Council",-37.8733,144.8147,"Western Metropolitan",5301,1070000
"247","Altona",2,"u","S",2016-09-10,13.8,"3018",2,1,2,115,57,1980,"Hobsons Bay City Council",-37.871,144.8185,"Western Metropolitan",5301,425000
"248","Altona",3,"u","S",2016-12-10,13.8,"3018",3,2,2,230,158,1995,"Hobsons Bay City Council",-37.8646,144.827,"Western Metropolitan",5301,605000
"249","Altona",3,"t","S",2017-02-11,13.8,"3018",3,2,2,197,152,2007,"Hobsons Bay City Council",-37.8579,144.8181,"Western Metropolitan",5301,705000
"250","Altona",2,"u","SP",2017-02-11,13.8,"3018",2,1,1,0,65,1965,"Hobsons Bay City Council",-37.8678,144.8384,"Western Metropolitan",5301,391000
"251","Altona",2,"u","SP",2017-02-11,13.8,"3018",2,1,1,0,78,1970,"Hobsons Bay City Council",-37.8659,144.831,"Western Metropolitan",5301,440000
"252","Altona",4,"h","S",2017-02-11,13.8,"3018",4,1,2,745,130,1950,"Hobsons Bay City Council",-37.8658,144.8155,"Western Metropolitan",5301,845000
"253","Altona",3,"h","S",2017-03-11,13.8,"3018",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.79003,145.1051,"Western Metropolitan",5301,766000
"254","Altona",3,"t","SP",2016-11-12,13.8,"3018",3,2,2,211,176,1997,"Hobsons Bay City Council",-37.8698,144.816,"Western Metropolitan",5301,743000
"255","Altona",3,"t","SP",2016-11-12,13.8,"3018",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.7307,144.9826,"Western Metropolitan",5301,650000
"256","Altona",3,"u","SP",2016-08-13,13.8,"3018",3,2,1,69,141,2014,"Hobsons Bay City Council",-37.868,144.8286,"Western Metropolitan",5301,730000
"257","Altona",3,"t","S",2016-08-13,13.8,"3018",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.80594,145.0451,"Western Metropolitan",5301,916500
"258","Altona",3,"h","S",2016-05-14,13.8,"3018",3,1,4,625,117,1960,"Hobsons Bay City Council",-37.8611,144.8114,"Western Metropolitan",5301,635000
"259","Altona",2,"u","SP",2016-05-14,13.8,"3018",2,1,1,168,85,1960,"Hobsons Bay City Council",-37.8676,144.8202,"Western Metropolitan",5301,620000
"260","Altona",2,"u","S",2016-10-15,13.8,"3018",2,1,1,137,77,1990,"Hobsons Bay City Council",-37.8655,144.8299,"Western Metropolitan",5301,447000
"261","Altona",3,"u","SP",2016-04-16,13.8,"3018",3,2,1,70,112,2014,"Hobsons Bay City Council",-37.868,144.8287,"Western Metropolitan",5301,730000
"262","Altona",3,"h","S",2016-04-16,13.8,"3018",3,1,2,606,87,1950,"Hobsons Bay City Council",-37.8608,144.8124,"Western Metropolitan",5301,678000
"263","Altona",2,"u","PI",2016-07-16,13.8,"3018",2,2,1,175,76,2013,"Hobsons Bay City Council",-37.8687,144.8268,"Western Metropolitan",5301,580000
"264","Altona",3,"h","S",2016-09-17,13.8,"3018",3,1,2,363,105,1970,"Hobsons Bay City Council",-37.8674,144.8375,"Western Metropolitan",5301,712000
"265","Altona",3,"h","SP",2017-03-18,13.8,"3018",3,2,2,534,136,1965,"Hobsons Bay City Council",-37.86,144.8245,"Western Metropolitan",5301,840000
"266","Altona",3,"h","S",2016-11-19,13.8,"3018",3,1,2,724,105,1970,"Hobsons Bay City Council",-37.8672,144.817,"Western Metropolitan",5301,980000
"267","Altona",4,"h","S",2016-11-19,13.8,"3018",4,2,2,263,184,2015,"Hobsons Bay City Council",-37.716,144.93448,"Western Metropolitan",5301,1000000
"268","Altona",3,"t","S",2016-05-22,13.8,"3018",3,2,0,265,180,1920,"Hobsons Bay City Council",-37.8583,144.8172,"Western Metropolitan",5301,605100
"269","Altona",3,"h","PI",2016-08-22,13.8,"3018",3,3,1,577,148,2014,"Hobsons Bay City Council",-37.8699,144.8235,"Western Metropolitan",5301,880000
"270","Altona",3,"u","S",2016-04-23,13.8,"3018",3,2,1,205,113,2007,"Hobsons Bay City Council",-37.8684,144.815,"Western Metropolitan",5301,577000
"272","Altona",4,"h","S",2017-02-25,13.8,"3018",4,1,0,797,200,1915,"Hobsons Bay City Council",-37.8663,144.8387,"Western Metropolitan",5301,1030000
"273","Altona",3,"u","S",2017-02-25,13.8,"3018",3,1,2,181,105,1970,"Hobsons Bay City Council",-37.8659,144.822,"Western Metropolitan",5301,605000
"274","Altona",3,"h","S",2017-02-25,13.8,"3018",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.7098,144.94064,"Western Metropolitan",5301,685000
"276","Altona",3,"h","S",2016-06-27,13.8,"3018",3,2,2,529,162,2007,"Hobsons Bay City Council",-37.8612,144.8247,"Western Metropolitan",5301,753000
"277","Altona",2,"h","SP",2016-11-27,13.8,"3018",2,2,1,675,100,1950,"Hobsons Bay City Council",-37.8653,144.8129,"Western Metropolitan",5301,857000
"278","Altona",3,"h","S",2016-05-28,13.8,"3018",3,1,1,929,120,1960,"Hobsons Bay City Council",-37.8651,144.832,"Western Metropolitan",5301,1500000
"279","Altona",3,"u","SP",2016-05-28,13.8,"3018",3,2,1,70,3,2014,"Hobsons Bay City Council",-37.868,144.8285,"Western Metropolitan",5301,730000
"280","Altona",3,"h","S",2016-05-28,13.8,"3018",3,1,4,697,157,1960,"Hobsons Bay City Council",-37.871,144.8075,"Western Metropolitan",5301,900000
"281","Altona",3,"h","S",2016-08-28,13.8,"3018",3,1,2,604,105,1970,"Hobsons Bay City Council",-37.8631,144.8195,"Western Metropolitan",5301,740000
"282","Altona",4,"h","S",2016-08-28,13.8,"3018",4,2,3,532,205,1970,"Hobsons Bay City Council",-37.8637,144.8365,"Western Metropolitan",5301,931000
"283","Altona",2,"h","SP",2016-07-30,13.8,"3018",2,1,1,154,91,1996,"Hobsons Bay City Council",-37.8646,144.8272,"Western Metropolitan",5301,535600
"285","Altona North",5,"h","S",2016-09-03,11.1,"3025",5,3,5,592,251,1965,"Hobsons Bay City Council",-37.8388,144.8567,"Western Metropolitan",5132,1085000
"286","Altona North",3,"h","S",2016-09-03,11.1,"3025",3,1,2,533,117,1970,"Hobsons Bay City Council",-37.8291,144.835,"Western Metropolitan",5132,781000
"287","Altona North",4,"h","S",2016-09-03,11.1,"3025",4,2,2,263,169,2015,"Hobsons Bay City Council",-37.6178,145.0291,"Western Metropolitan",5132,857500
"288","Altona North",4,"h","S",2017-03-04,11.1,"3025",4,2,2,263,169,2015,"Hobsons Bay City Council",-37.716,144.9663,"Western Metropolitan",5132,960000
"289","Altona North",3,"h","SP",2017-03-04,11.1,"3025",3,1,3,554,140,1950,"Hobsons Bay City Council",-37.8449,144.85,"Western Metropolitan",5132,750000
"290","Altona North",2,"t","S",2017-03-04,11.1,"3025",2,1,1,77,77,2009,"Hobsons Bay City Council",-37.8351,144.8529,"Western Metropolitan",5132,421000
"291","Altona North",3,"h","S",2017-03-04,11.1,"3025",3,1,3,655,140,1950,"Hobsons Bay City Council",-37.8338,144.8562,"Western Metropolitan",5132,1405000
"293","Altona North",3,"h","S",2016-06-04,11.1,"3025",3,1,2,534,167,1967,"Hobsons Bay City Council",-37.8284,144.8355,"Western Metropolitan",5132,683000
"295","Altona North",3,"h","S",2016-06-04,11.1,"3025",3,1,3,540,140,1960,"Hobsons Bay City Council",-37.8267,144.8368,"Western Metropolitan",5132,623000
"296","Altona North",3,"h","VB",2016-08-06,11.1,"3025",3,2,1,0,130,2012,"Hobsons Bay City Council",-37.8379,144.8583,"Western Metropolitan",5132,720000
"297","Altona North",4,"t","S",2016-05-07,11.1,"3025",4,2,2,263,169,2015,"Hobsons Bay City Council",-37.61971,145.0291,"Western Metropolitan",5132,780000
"298","Altona North",3,"u","S",2016-05-07,11.1,"3025",3,1,2,263,88,2014,"Hobsons Bay City Council",-37.7418,144.9163,"Western Metropolitan",5132,720000
"299","Altona North",3,"h","SP",2016-05-07,11.1,"3025",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.7098,144.9826,"Western Metropolitan",5132,705000
"300","Altona North",3,"h","S",2016-05-07,11.1,"3025",3,1,1,328,118,1970,"Hobsons Bay City Council",-37.838,144.8555,"Western Metropolitan",5132,588000
"301","Altona North",4,"h","VB",2016-05-07,11.1,"3025",4,2,2,263,184,2015,"Hobsons Bay City Council",-37.60786,145.06997,"Western Metropolitan",5132,720000
"302","Altona North",3,"h","PI",2016-11-07,11.1,"3025",3,1,3,540,116,1960,"Hobsons Bay City Council",-37.8294,144.8378,"Western Metropolitan",5132,710000
"303","Altona North",2,"h","SP",2016-11-07,11.1,"3025",2,1,1,321,81,1980,"Hobsons Bay City Council",-37.7575,144.971,"Western Metropolitan",5132,550000
"304","Altona North",3,"u","VB",2016-11-07,11.1,"3025",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.7307,144.9491,"Western Metropolitan",5132,640000
"305","Altona North",3,"h","SP",2016-11-07,11.1,"3025",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.7307,144.9704,"Western Metropolitan",5132,537500
"307","Altona North",4,"h","SP",2016-10-08,11.1,"3025",3,1,4,559,169,1965,"Hobsons Bay City Council",-37.8448,144.8529,"Western Metropolitan",5132,875000
"308","Altona North",3,"h","S",2016-10-08,11.1,"3025",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.79484,145.16588,"Western Metropolitan",5132,800000
"309","Altona North",3,"t","S",2016-09-10,11.1,"3025",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.79128,144.9826,"Western Metropolitan",5132,713500
"311","Altona North",3,"h","VB",2016-12-10,11.1,"3025",3,1,3,554,140,1960,"Hobsons Bay City Council",-37.8449,144.85,"Western Metropolitan",5132,700000
"312","Altona North",2,"h","SP",2016-12-10,11.1,"3025",2,1,1,321,81,1960,"Hobsons Bay City Council",-37.8355,145.0589,"Western Metropolitan",5132,551000
"313","Altona North",3,"h","SP",2016-12-10,11.1,"3025",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.7098,144.94064,"Western Metropolitan",5132,685000
"314","Altona North",2,"t","S",2017-03-11,11.1,"3025",2,1,1,252,64,1965,"Hobsons Bay City Council",-37.8397,144.8602,"Western Metropolitan",5132,640000
"315","Altona North",4,"h","SP",2016-06-12,11.1,"3025",4,1,4,558,297,1965,"Hobsons Bay City Council",-37.8451,144.8529,"Western Metropolitan",5132,650000
"316","Altona North",3,"h","SP",2016-11-12,11.1,"3025",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.7888,144.9826,"Western Metropolitan",5132,925000
"319","Altona North",3,"t","VB",2016-05-14,11.1,"3025",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.7353,144.9416,"Western Metropolitan",5132,670000
"320","Altona North",3,"h","SP",2016-05-14,11.1,"3025",3,1,2,263,105,2014,"Hobsons Bay City Council",-37.7307,144.9163,"Western Metropolitan",5132,680000
"321","Altona North",3,"h","S",2016-05-14,11.1,"3025",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.74395,144.9826,"Western Metropolitan",5132,765000
"322","Altona North",3,"h","S",2016-05-14,11.1,"3025",3,2,2,171,109,2012,"Hobsons Bay City Council",-37.8337,144.8554,"Western Metropolitan",5132,675000
"323","Altona North",3,"h","S",2016-10-15,11.1,"3025",3,1,2,585,97,1960,"Hobsons Bay City Council",-37.8258,144.8523,"Western Metropolitan",5132,708000
"324","Altona North",3,"t","SP",2016-10-15,11.1,"3025",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.7307,144.9704,"Western Metropolitan",5132,656000
"325","Altona North",4,"h","S",2016-10-15,11.1,"3025",4,2,2,263,169,2015,"Hobsons Bay City Council",-37.6178,145.0291,"Western Metropolitan",5132,883000
"326","Altona North",4,"h","SP",2016-10-15,11.1,"3025",4,1,4,851,297,1960,"Hobsons Bay City Council",-37.8345,144.8444,"Western Metropolitan",5132,965000
"327","Altona North",3,"h","S",2016-10-15,11.1,"3025",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.78156,144.9826,"Western Metropolitan",5132,870000
"328","Altona North",3,"h","PI",2016-10-15,11.1,"3025",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.7307,144.9704,"Western Metropolitan",5132,681000
"329","Altona North",2,"h","SA",2016-07-16,11.1,"3025",2,1,1,321,81,1980,"Hobsons Bay City Council",-37.7671,144.9727,"Western Metropolitan",5132,522500
"330","Altona North",5,"h","S",2016-09-17,11.1,"3025",4,2,2,522,169,2015,"Hobsons Bay City Council",-37.7497,144.869,"Western Metropolitan",5132,972000
"331","Altona North",3,"t","PI",2016-06-18,11.1,"3025",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.7307,144.9826,"Western Metropolitan",5132,590000
"332","Altona North",2,"h","PI",2016-06-18,11.1,"3025",2,1,1,321,74,1987,"Hobsons Bay City Council",-37.7552,145.0005,"Western Metropolitan",5132,450000
"333","Altona North",3,"h","S",2016-06-18,11.1,"3025",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.74395,144.9826,"Western Metropolitan",5132,765000
"334","Altona North",3,"h","VB",2016-06-18,11.1,"3025",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.7528,144.9826,"Western Metropolitan",5132,750000
"335","Altona North",3,"h","S",2016-11-19,11.1,"3025",3,1,3,551,140,1960,"Hobsons Bay City Council",-37.8254,144.8514,"Western Metropolitan",5132,680000
"337","Altona North",2,"t","SP",2016-11-19,11.1,"3025",2,1,1,321,76,1990,"Hobsons Bay City Council",-37.86516,144.8797,"Western Metropolitan",5132,510000
"338","Altona North",3,"h","SP",2016-11-19,11.1,"3025",3,1,3,602,603,1955,"Hobsons Bay City Council",-37.8327,144.8451,"Western Metropolitan",5132,770000
"339","Altona North",3,"h","S",2016-05-22,11.1,"3025",3,1,2,740,105,1970,"Hobsons Bay City Council",-37.8269,144.8455,"Western Metropolitan",5132,923000
"340","Altona North",4,"h","SP",2016-05-22,11.1,"3025",4,2,4,315,170,2008,"Hobsons Bay City Council",-37.8391,144.8467,"Western Metropolitan",5132,693000
"341","Altona North",3,"h","SP",2016-08-22,11.1,"3025",5,2,2,276,100,2010,"Hobsons Bay City Council",-37.8262,144.8443,"Western Metropolitan",5132,620000
"342","Altona North",3,"h","S",2016-08-22,11.1,"3025",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.79484,145.16588,"Western Metropolitan",5132,800000
"343","Altona North",3,"h","S",2016-08-22,11.1,"3025",3,1,1,531,157,1960,"Hobsons Bay City Council",-37.8277,144.8385,"Western Metropolitan",5132,728500
"344","Altona North",3,"h","S",2016-08-22,11.1,"3025",3,2,1,590,160,1950,"Hobsons Bay City Council",-37.8382,144.8649,"Western Metropolitan",5132,931000
"345","Altona North",3,"h","S",2016-08-22,11.1,"3025",3,1,4,715,145,2008,"Hobsons Bay City Council",-37.8423,144.8632,"Western Metropolitan",5132,988000
"346","Altona North",3,"h","SP",2016-04-23,11.1,"3025",3,1,2,263,133,2014,"Hobsons Bay City Council",-37.7307,144.9826,"Western Metropolitan",5132,590000
"347","Altona North",3,"h","S",2016-04-23,11.1,"3025",3,1,2,561,105,1970,"Hobsons Bay City Council",-37.8444,144.8491,"Western Metropolitan",5132,590000
